Lat,Lon,Depth,Elevation
-75.66927,41.99333,142,385.769531
-75.58111,41.99611,146,339.93808
-75.65417,41.85444,150,449.71701
-75.8575,41.85444,150,449.365173
-75.91,41.94556,150,476.782135
-75.6506,41.859,152,448.2341
-75.59861,41.88917,153,487.133301
-75.89743,41.89317,158,466.245697
-75.6475,41.86306,160,460.888885
-75.54389,41.925,160,442.459137
-75.945,41.92917,160,509.959259
-75.92611,41.91278,160,432.63736
-75.81667,41.95111,167,363.907867
-75.65118,41.85877,168,446.441284
-75.89194,41.89306,170,426.989166
-75.85333,41.9425,170,387.82489
-75.79689,41.98355,173,363.347137
-75.76528,41.97722,178,371.339661
-75.5925,41.88833,180,506.744812
-75.65083,41.86194,182,437.890808
-75.86512,41.94838,189,438.45752
-75.83083,41.96417,190,376.765808
-75.825,41.9025,192,506.425873
-75.8276,41.98422,196,356.845551
-75.83472,41.96556,200,398.746765
-75.91389,41.94667,200,493.285431
-75.71583,41.85583,202,451.101349
-75.91778,41.955,205,506.632935
-75.86742,41.94822,208,434.848816
-75.66167,41.85889,209,430.770508
-75.67333,41.87278,214,479.170959
-75.94472,41.94417,225,532.855225
-75.91722,41.95333,230,491.626892
-75.82111,41.85972,236,486.794312
-75.65857,41.86094,237,461.894928
-75.68361,41.86833,260,433.754822
-75.94917,41.93111,277,526.6698
-75.81747,41.86747,278,504.669861
-75.53083,41.90111,288,506.543488
